   Dia   Mês   Ano  Hora
    05    07  2022    08        0.000000
    05    07  2022    09        0.000000
    05    07  2022    10        0.000000
    05    07  2022    11        0.000000
    05    07  2022    12        0.000000
    05    07  2022    13        0.000000
    05    07  2022    14        0.000000
    05    07  2022    15        0.000000
    05    07  2022    16        0.000000
    05    07  2022    17        0.000000
    05    07  2022    18        0.000000
    05    07  2022    19        0.000000
    05    07  2022    20        0.000000
    05    07  2022    21        0.000000
    05    07  2022    22        0.000000
    05    07  2022    23        0.000000
    06    07  2022    00        0.000000
    06    07  2022    01        0.000000
    06    07  2022    02        0.000000
    06    07  2022    03        0.000000
    06    07  2022    04        0.000000
    06    07  2022    05        0.000000
    06    07  2022    06        0.000000
    06    07  2022    07        0.000000
    06    07  2022    08        0.000000
    06    07  2022    09        0.000000
    06    07  2022    10        0.000000
    06    07  2022    11        0.000000
    06    07  2022    12        0.000000
    06    07  2022    13        0.000000
    06    07  2022    14        0.000000
    06    07  2022    15        0.000000
    06    07  2022    16        0.000000
    06    07  2022    17        0.000000
    06    07  2022    18        0.000000
    06    07  2022    19        0.000000
    06    07  2022    20        0.000000
    06    07  2022    21        0.000000
    06    07  2022    22        0.000000
    06    07  2022    23        0.000000
    07    07  2022    00        0.000000
    07    07  2022    01        0.000000
    07    07  2022    02        0.000000
    07    07  2022    03        0.000000
    07    07  2022    04        0.000000
    07    07  2022    05        0.000000
    07    07  2022    06        0.000000
    07    07  2022    07        0.000000
    07    07  2022    08        0.000000
    07    07  2022    09        0.000000
    07    07  2022    10        0.000000
    07    07  2022    11        0.000000
    07    07  2022    12        0.000000
    07    07  2022    13        0.000000
    07    07  2022    14        0.000000
    07    07  2022    15        0.000000
    07    07  2022    16        0.000000
    07    07  2022    17        0.000000
    07    07  2022    18        0.000000
    07    07  2022    19        0.000000
    07    07  2022    20        0.000000
    07    07  2022    21        0.000000
    07    07  2022    22        0.000000
    07    07  2022    23        0.000000
    08    07  2022    00        1.080000
    08    07  2022    01        1.690000
    08    07  2022    02        0.990000
    08    07  2022    03        0.220000
    08    07  2022    04        0.000000
    08    07  2022    05        0.000000
    08    07  2022    06        0.010000
    08    07  2022    07        0.000000
    08    07  2022    08        0.000000
    08    07  2022    09        0.000000
    08    07  2022    10        0.000000
    08    07  2022    11        0.000000
    08    07  2022    12        0.000000
    08    07  2022    13        0.000000
    08    07  2022    14        0.000000
    08    07  2022    15        0.000000
    08    07  2022    16        0.000000
    08    07  2022    17        0.000000
    08    07  2022    18        0.000000
    08    07  2022    19        0.000000
    08    07  2022    20        0.000000
    08    07  2022    21        0.000000
    08    07  2022    22        0.000000
    08    07  2022    23        0.000000
    09    07  2022    00        0.000000
    09    07  2022    01        0.000000
    09    07  2022    02        0.000000
    09    07  2022    03        0.000000
    09    07  2022    04        0.000000
    09    07  2022    05        0.000000
    09    07  2022    06        0.000000
    09    07  2022    07        0.000000
    09    07  2022    08        0.000000
    09    07  2022    09        0.000000
    09    07  2022    10        0.000000
    09    07  2022    11        0.000000
    09    07  2022    12        0.000000
    09    07  2022    13        0.000000
    09    07  2022    14        0.000000
    09    07  2022    15        0.000000
    09    07  2022    16        0.000000
    09    07  2022    17        0.000000
    09    07  2022    18        0.000000
    09    07  2022    19        0.000000
    09    07  2022    20        0.000000
    09    07  2022    21        0.000000
    09    07  2022    22        0.000000
    09    07  2022    23        0.000000
    10    07  2022    00        0.000000
    10    07  2022    01        0.000000
    10    07  2022    02        0.000000
    10    07  2022    03        0.000000
    10    07  2022    04        0.000000
    10    07  2022    05        0.000000
    10    07  2022    06        0.000000
    10    07  2022    07        0.000000
    10    07  2022    08        0.000000
    10    07  2022    09        0.000000
    10    07  2022    10        0.000000
    10    07  2022    11        0.000000
    10    07  2022    12        0.000000
    10    07  2022    13        0.000000
    10    07  2022    14        0.000000
    10    07  2022    15        0.000000
    10    07  2022    16        0.000000
    10    07  2022    17        0.000000
    10    07  2022    18        0.000000
    10    07  2022    19        0.000000
    10    07  2022    20        0.000000
    10    07  2022    21        0.000000
    10    07  2022    22        0.000000
    10    07  2022    23        0.000000
    11    07  2022    00        0.000000
    11    07  2022    01        0.000000
    11    07  2022    02        0.000000
    11    07  2022    03        0.000000
    11    07  2022    04        0.000000
    11    07  2022    05        0.000000
    11    07  2022    06        0.000000
    11    07  2022    07        0.000000
    11    07  2022    08        0.000000
    11    07  2022    09        0.000000
    11    07  2022    10        0.000000
    11    07  2022    11        0.000000
    11    07  2022    12        0.000000
    11    07  2022    13        0.000000
    11    07  2022    14        0.000000
    11    07  2022    15        0.000000
    11    07  2022    16        0.000000
    11    07  2022    17        0.000000
    11    07  2022    18        0.000000
    11    07  2022    19        0.000000
    11    07  2022    20        0.000000
    11    07  2022    21        0.000000
    11    07  2022    22        0.000000
    11    07  2022    23        0.000000
    12    07  2022    00       14.120000
    12    07  2022    01        3.530000
    12    07  2022    02        0.600000
    12    07  2022    03        0.030000
    12    07  2022    04        1.050000
    12    07  2022    05        1.440000
    12    07  2022    06        2.800000
    12    07  2022    07        0.330000
    12    07  2022    08        0.110000
    12    07  2022    09        0.000000
    12    07  2022    10        0.000000
    12    07  2022    11        0.000000
    12    07  2022    12        0.000000
    12    07  2022    13        0.000000
    12    07  2022    14        0.000000
    12    07  2022    15        0.000000
    12    07  2022    16        0.000000
    12    07  2022    17        0.000000
    12    07  2022    18        0.000000
    12    07  2022    19        0.000000
    12    07  2022    20        0.000000
    12    07  2022    21        0.000000
    12    07  2022    22        0.000000
    12    07  2022    23        0.000000
    13    07  2022    00        0.000000
    13    07  2022    01        0.000000
    13    07  2022    02        0.000000
    13    07  2022    03        0.000000
    13    07  2022    04        0.000000
    13    07  2022    05        0.000000
    13    07  2022    06        0.000000
    13    07  2022    07        0.000000
    13    07  2022    08        0.000000
    13    07  2022    09        0.000000
    13    07  2022    10        0.000000
    13    07  2022    11        0.000000
    13    07  2022    12        0.000000
    13    07  2022    13        0.000000
    13    07  2022    14        0.000000
    13    07  2022    15        0.000000
    13    07  2022    16        0.000000
    13    07  2022    17        0.000000
    13    07  2022    18        0.000000
    13    07  2022    19        0.000000
    13    07  2022    20        0.000000
    13    07  2022    21        0.000000
    13    07  2022    22        0.000000
    13    07  2022    23        0.000000
    14    07  2022    00        0.000000
    14    07  2022    01        0.000000
    14    07  2022    02        0.000000
    14    07  2022    03        0.000000
    14    07  2022    04        0.000000
    14    07  2022    05        0.000000
    14    07  2022    06        0.000000
    14    07  2022    07        3.510000
    14    07  2022    08        1.170000
    14    07  2022    09        7.020000
    14    07  2022    10        1.170000
    14    07  2022    11        1.170000
    14    07  2022    12        1.170000
    14    07  2022    13        1.170000
    14    07  2022    14        0.180000
    14    07  2022    15        1.770000
    14    07  2022    16        3.510000
    14    07  2022    17        7.020000
    14    07  2022    18        4.680000
    14    07  2022    19        0.450000
    14    07  2022    20        0.000000
    14    07  2022    21        0.000000
    14    07  2022    22        0.000000
    14    07  2022    23        0.000000
    15    07  2022    00        0.000000
    15    07  2022    01        0.020000
    15    07  2022    02        0.000000
    15    07  2022    03        0.000000
    15    07  2022    04        0.020000
    15    07  2022    05        0.420000
    15    07  2022    06        0.000000
    15    07  2022    07        0.000000
    15    07  2022    08        0.000000
    15    07  2022    09        0.800000
    15    07  2022    10        1.090000
    15    07  2022    11        2.120000
    15    07  2022    12        0.500000
    15    07  2022    13        5.290000
    15    07  2022    14        7.400000
    15    07  2022    15        3.170000
    15    07  2022    16        3.170000
    15    07  2022    17        0.000000
    15    07  2022    18        0.000000
    15    07  2022    19        0.000000
    15    07  2022    20        0.000000
    15    07  2022    21        0.000000
    15    07  2022    22        0.000000
    15    07  2022    23        0.000000
    16    07  2022    00        0.000000
    16    07  2022    01        0.000000
    16    07  2022    02        0.000000
    16    07  2022    03        0.000000
    16    07  2022    04        0.000000
    16    07  2022    05        0.000000
    16    07  2022    06        0.000000
    16    07  2022    07        3.630000
    16    07  2022    08        1.210000
    16    07  2022    09        1.210000
    16    07  2022    10        1.210000
    16    07  2022    11        2.420000
    16    07  2022    12        0.000000
    16    07  2022    13        0.420000
    16    07  2022    14        2.420000
    16    07  2022    15        1.210000
    16    07  2022    16        1.210000
    16    07  2022    17        4.840000
    16    07  2022    18        0.000000
    16    07  2022    19        0.000000
    16    07  2022    20        0.000000
