   Dia   Mês   Ano   Hora   Chuva
    22    01  2023    16        0.000000
    22    01  2023    17        0.000000
    22    01  2023    18        0.000000
    22    01  2023    19        0.000000
    22    01  2023    20        0.000000
    22    01  2023    21        0.000000
    22    01  2023    22        0.000000
    22    01  2023    23        0.000000
    23    01  2023    00        0.000000
    23    01  2023    01        0.000000
    23    01  2023    02        0.000000
    23    01  2023    03        0.000000
    23    01  2023    04        0.000000
    23    01  2023    05        0.000000
    23    01  2023    06        0.000000
    23    01  2023    07        0.000000
    23    01  2023    08        0.000000
    23    01  2023    09        0.000000
    23    01  2023    10        0.000000
    23    01  2023    11        0.000000
    23    01  2023    12        0.000000
    23    01  2023    13        0.000000
    23    01  2023    14        0.000000
    23    01  2023    15        0.000000
    23    01  2023    16        0.000000
    23    01  2023    17        0.000000
    23    01  2023    18        0.000000
    23    01  2023    19        3.600000
    23    01  2023    20        0.000000
    23    01  2023    21        0.000000
    23    01  2023    22        0.200000
    23    01  2023    23        0.000000
    24    01  2023    00        0.000000
    24    01  2023    01        0.000000
    24    01  2023    02        0.000000
    24    01  2023    03        0.000000
    24    01  2023    04        0.000000
    24    01  2023    05        0.000000
    24    01  2023    06        0.200000
    24    01  2023    07        0.000000
    24    01  2023    08        0.000000
    24    01  2023    09        0.000000
    24    01  2023    10        0.000000
    24    01  2023    11        0.000000
    24    01  2023    12        0.000000
    24    01  2023    13        0.000000
    24    01  2023    14        0.000000
    24    01  2023    15        0.000000
    24    01  2023    16        0.000000
    24    01  2023    17        0.000000
    24    01  2023    18        0.000000
    24    01  2023    19        0.000000
    24    01  2023    20        0.000000
    24    01  2023    21        0.000000
    24    01  2023    22        0.000000
    24    01  2023    23        0.000000
    25    01  2023    00        0.000000
    25    01  2023    01        0.000000
    25    01  2023    02        0.000000
    25    01  2023    03        0.000000
    25    01  2023    04        0.000000
    25    01  2023    05        0.000000
    25    01  2023    06        0.000000
    25    01  2023    07        0.000000
    25    01  2023    08        0.000000
    25    01  2023    09        0.000000
    25    01  2023    10        0.000000
    25    01  2023    11        0.000000
    25    01  2023    12        0.000000
    25    01  2023    13        0.000000
    25    01  2023    14        0.000000
    25    01  2023    15        0.000000
    25    01  2023    16        0.000000
    25    01  2023    17        0.000000
    25    01  2023    18        0.000000
    25    01  2023    19        0.000000
    25    01  2023    20        0.000000
    25    01  2023    21        0.000000
    25    01  2023    22        0.000000
    25    01  2023    23        0.000000
    26    01  2023    00        0.000000
    26    01  2023    01        0.000000
    26    01  2023    02        0.000000
    26    01  2023    03        0.000000
    26    01  2023    04        0.000000
    26    01  2023    05        0.000000
    26    01  2023    06        0.000000
    26    01  2023    07        0.000000
    26    01  2023    08        0.000000
    26    01  2023    09        0.000000
    26    01  2023    10        0.000000
    26    01  2023    11        0.000000
    26    01  2023    12        0.000000
    26    01  2023    13        0.000000
    26    01  2023    14        0.000000
    26    01  2023    15        0.000000
    26    01  2023    16        0.000000
    26    01  2023    17        0.000000
    26    01  2023    18        0.000000
    26    01  2023    19        0.000000
    26    01  2023    20        0.000000
    26    01  2023    21        0.000000
    26    01  2023    22        0.000000
    26    01  2023    23        0.000000
    27    01  2023    00        0.000000
    27    01  2023    01        0.000000
    27    01  2023    02        0.000000
    27    01  2023    03        0.000000
    27    01  2023    04        0.000000
    27    01  2023    05        0.000000
    27    01  2023    06        0.000000
    27    01  2023    07        0.000000
    27    01  2023    08        0.000000
    27    01  2023    09        0.000000
    27    01  2023    10        0.000000
    27    01  2023    11        0.000000
    27    01  2023    12        0.000000
    27    01  2023    13        0.000000
    27    01  2023    14        0.000000
    27    01  2023    15        0.000000
    27    01  2023    16        0.000000
    27    01  2023    17        0.000000
    27    01  2023    18        0.000000
    27    01  2023    19        0.000000
    27    01  2023    20        0.000000
    27    01  2023    21        0.000000
    27    01  2023    22        0.000000
    27    01  2023    23        0.000000
    28    01  2023    00        0.000000
    28    01  2023    01        0.000000
    28    01  2023    02        0.000000
    28    01  2023    03        0.000000
    28    01  2023    04        0.000000
    28    01  2023    05        0.000000
    28    01  2023    06        0.000000
    28    01  2023    07        0.000000
    28    01  2023    08        0.000000
    28    01  2023    09        0.000000
    28    01  2023    10        0.000000
    28    01  2023    11        0.000000
    28    01  2023    12        0.000000
    28    01  2023    13        0.000000
    28    01  2023    14        0.000000
    28    01  2023    15        0.000000
    28    01  2023    16        0.000000
    28    01  2023    17        0.000000
    28    01  2023    18        0.000000
    28    01  2023    19        0.000000
    28    01  2023    20        0.000000
    28    01  2023    21        0.000000
    28    01  2023    22        0.000000
    28    01  2023    23        0.000000
    29    01  2023    00        0.000000
    29    01  2023    01        0.000000
    29    01  2023    02        0.000000
    29    01  2023    03        0.000000
    29    01  2023    04        0.000000
    29    01  2023    05        0.000000
    29    01  2023    06        0.000000
    29    01  2023    07        0.000000
    29    01  2023    08        0.000000
    29    01  2023    09        0.000000
    29    01  2023    10        0.000000
    29    01  2023    11        0.000000
    29    01  2023    12        0.000000
    29    01  2023    13        0.000000
    29    01  2023    14        0.000000
    29    01  2023    15        0.000000
    29    01  2023    16        0.000000
    29    01  2023    17        0.000000
    29    01  2023    18        0.600000
    29    01  2023    19        4.800000
    29    01  2023    20       19.000000
    29    01  2023    21        0.400000
    29    01  2023    22        0.000000
    29    01  2023    23        0.000000
    30    01  2023    00        0.000000
    30    01  2023    01        0.000000
    30    01  2023    02        0.000000
    30    01  2023    03        0.200000
    30    01  2023    04        0.000000
    30    01  2023    05        0.000000
    30    01  2023    06        0.000000
    30    01  2023    07        0.000000
    30    01  2023    08        0.000000
    30    01  2023    09        0.000000
    30    01  2023    10        0.000000
    30    01  2023    11        0.000000
    30    01  2023    12        0.000000
    30    01  2023    13        0.000000
    30    01  2023    14        5.400000
    30    01  2023    15        1.600000
    30    01  2023    16        0.000000
    30    01  2023    17        0.000000
    30    01  2023    18        0.000000
    30    01  2023    19        0.000000
    30    01  2023    20        0.000000
    30    01  2023    21        0.000000
    30    01  2023    22        0.000000
    30    01  2023    23        0.000000
    31    01  2023    00        0.000000
    31    01  2023    01        0.000000
    31    01  2023    02        0.000000
    31    01  2023    03        0.000000
    31    01  2023    04        0.000000
    31    01  2023    05        0.000000
    31    01  2023    06        0.000000
    31    01  2023    07        0.000000
    31    01  2023    08        0.000000
    31    01  2023    09        0.000000
    31    01  2023    10        0.000000
    31    01  2023    11        0.000000
    31    01  2023    12        0.000000
    31    01  2023    13        0.000000
    31    01  2023    14        0.000000
    31    01  2023    15        0.000000
    31    01  2023    16        0.000000
    31    01  2023    17        0.000000
    31    01  2023    18        6.800000
    31    01  2023    19        0.200000
    31    01  2023    20        0.000000
    31    01  2023    21        0.000000
    31    01  2023    22        0.000000
    31    01  2023    23        0.000000
    01    02  2023    00        0.000000
    01    02  2023    01        0.000000
    01    02  2023    02        0.000000
    01    02  2023    03        0.000000
    01    02  2023    04        0.200000
    01    02  2023    05        0.000000
    01    02  2023    06        0.000000
    01    02  2023    07        0.000000
    01    02  2023    08        0.000000
    01    02  2023    09        0.000000
    01    02  2023    10        0.000000
    01    02  2023    11        0.000000
    01    02  2023    12        0.000000
    01    02  2023    13        0.000000
    01    02  2023    14        0.000000
    01    02  2023    15        0.000000
    01    02  2023    16        0.000000
    01    02  2023    17        0.000000
    01    02  2023    18        0.000000
    01    02  2023    19        0.000000
    01    02  2023    20        0.000000
    01    02  2023    21        0.000000
    01    02  2023    22        0.000000
    01    02  2023    23        0.000000
    02    02  2023    00        0.000000
    02    02  2023    01        0.000000
    02    02  2023    02        0.000000
    02    02  2023    03        0.000000
    02    02  2023    04        0.000000
    02    02  2023    05        0.000000
    02    02  2023    06        0.000000
    02    02  2023    07        0.000000
    02    02  2023    08        0.000000
    02    02  2023    09        0.000000
    02    02  2023    10        0.000000
    02    02  2023    11        0.000000
    02    02  2023    12        0.000000
    02    02  2023    13        0.000000
    02    02  2023    14        0.000000
    02    02  2023    15        0.000000
    02    02  2023    16        0.000000
    02    02  2023    17        0.000000
    02    02  2023    18        1.200000
    02    02  2023    19        1.200000
    02    02  2023    20        0.600000
    02    02  2023    21        0.000000
    02    02  2023    22        0.000000
    02    02  2023    23        0.000000
    03    02  2023    00        0.200000
    03    02  2023    01        0.000000
    03    02  2023    02        0.000000
    03    02  2023    03        0.000000
    03    02  2023    04       -1.000000
    03    02  2023    05        0.000000
    03    02  2023    06        0.000000
    03    02  2023    07        0.000000
    03    02  2023    08        0.000000
    03    02  2023    09        0.000000
    03    02  2023    10        0.000000
    03    02  2023    11        0.000000
    03    02  2023    12        0.200000
    03    02  2023    13       17.400000
    03    02  2023    14        2.600000
    03    02  2023    15        0.800000
    03    02  2023    16        1.800000
    03    02  2023    17        6.000000
    03    02  2023    18        1.600000
    03    02  2023    19        0.000000
    03    02  2023    20        0.200000
    03    02  2023    21        1.600000
    03    02  2023    22        3.600000
    03    02  2023    23        1.200000
    04    02  2023    00        0.000000
    04    02  2023    01        0.000000
    04    02  2023    02        0.000000
    04    02  2023    03        0.000000
    04    02  2023    04        0.200000
    04    02  2023    05        0.000000
    04    02  2023    06        0.000000
    04    02  2023    07        0.000000
    04    02  2023    08        0.000000
    04    02  2023    09        0.000000
    04    02  2023    10        0.000000
    04    02  2023    11        0.000000
    04    02  2023    12        0.000000
    04    02  2023    13        0.000000
    04    02  2023    14        0.000000
    04    02  2023    15        0.000000
    04    02  2023    16        0.000000
    04    02  2023    17        0.000000
    04    02  2023    18        0.000000
    04    02  2023    19        0.000000
    04    02  2023    20        0.000000
    04    02  2023    21        0.000000
    04    02  2023    22        0.000000
    04    02  2023    23        0.000000
    05    02  2023    00        0.000000
    05    02  2023    01        0.000000
    05    02  2023    02        0.000000
    05    02  2023    03        0.000000
    05    02  2023    04        0.000000
    05    02  2023    05        0.000000
    05    02  2023    06        0.000000
    05    02  2023    07        0.000000
    05    02  2023    08        0.000000
    05    02  2023    09        0.000000
    05    02  2023    10        0.000000
    05    02  2023    11        0.000000
    05    02  2023    12        0.000000
    05    02  2023    13        0.000000
    05    02  2023    14        0.000000
    05    02  2023    15        0.000000
    05    02  2023    16        0.000000
    05    02  2023    17        0.000000
    05    02  2023    18        0.000000
    05    02  2023    19        0.000000
    05    02  2023    20        0.000000
    05    02  2023    21        0.000000
    05    02  2023    22        0.000000
    05    02  2023    23        0.000000
    06    02  2023    00        0.000000
    06    02  2023    01        0.000000
    06    02  2023    02        0.000000
    06    02  2023    03        0.000000
    06    02  2023    04        0.000000
    06    02  2023    05        0.000000
    06    02  2023    06        0.000000
    06    02  2023    07        0.000000
    06    02  2023    08        0.000000
    06    02  2023    09        0.000000
    06    02  2023    10        0.000000
    06    02  2023    11        0.000000
    06    02  2023    12        0.000000
    06    02  2023    13        0.000000
    06    02  2023    14        0.000000
    06    02  2023    15        0.000000
    06    02  2023    16       -1.000000
    06    02  2023    17        0.000000
    06    02  2023    18        0.000000
    06    02  2023    19        0.000000
    06    02  2023    20        0.000000
    06    02  2023    21        0.000000
    06    02  2023    22        0.000000
    06    02  2023    23        0.000000
    07    02  2023    00        0.000000
    07    02  2023    01        0.000000
    07    02  2023    02        0.000000
    07    02  2023    03        0.000000
    07    02  2023    04        0.000000
    07    02  2023    05        0.000000
    07    02  2023    06        0.000000
    07    02  2023    07        0.000000
    07    02  2023    08        0.000000
    07    02  2023    09        0.000000
    07    02  2023    10        0.000000
    07    02  2023    11        0.000000
    07    02  2023    12        0.000000
    07    02  2023    13        0.000000
    07    02  2023    14        0.000000
    07    02  2023    15        0.000000
    07    02  2023    16        0.000000
    07    02  2023    17        0.000000
    07    02  2023    18        0.000000
    07    02  2023    19        0.000000
    07    02  2023    20        0.000000
    07    02  2023    21        0.000000
    07    02  2023    22        0.000000
    07    02  2023    23        0.000000
    08    02  2023    00        0.000000
    08    02  2023    01        0.000000
    08    02  2023    02        0.000000
    08    02  2023    03        0.000000
    08    02  2023    04        0.000000
    08    02  2023    05        0.000000
    08    02  2023    06        0.000000
    08    02  2023    07        0.000000
    08    02  2023    08        0.000000
    08    02  2023    09        0.000000
    08    02  2023    10        0.000000
    08    02  2023    11        0.000000
    08    02  2023    12        0.000000
    08    02  2023    13        0.000000
    08    02  2023    14        0.000000
    08    02  2023    15        0.000000
    08    02  2023    16        0.000000
    08    02  2023    17        0.000000
    08    02  2023    18        0.000000
    08    02  2023    19        0.000000
    08    02  2023    20        0.000000
    08    02  2023    21        0.000000
    08    02  2023    22        0.000000
    08    02  2023    23        0.000000
    09    02  2023    00        0.000000
    09    02  2023    01        0.000000
    09    02  2023    02        0.000000
    09    02  2023    03        0.000000
    09    02  2023    04        0.000000
    09    02  2023    05        0.000000
    09    02  2023    06        0.000000
    09    02  2023    07        0.000000
    09    02  2023    08        0.000000
    09    02  2023    09        0.000000
    09    02  2023    10        0.000000
    09    02  2023    11        0.000000
    09    02  2023    12        0.000000
    09    02  2023    13        0.000000
    09    02  2023    14        0.000000
    09    02  2023    15        5.600000
    09    02  2023    16        3.400000
    09    02  2023    17        0.200000
    09    02  2023    18        0.000000
    09    02  2023    19        0.000000
    09    02  2023    20        0.000000
    09    02  2023    21        0.000000
    09    02  2023    22        0.000000
    09    02  2023    23        0.000000
    10    02  2023    00        0.000000
    10    02  2023    01        0.000000
    10    02  2023    02        0.000000
    10    02  2023    03        0.000000
    10    02  2023    04        0.000000
    10    02  2023    05       -1.000000
    10    02  2023    06        0.000000
    10    02  2023    07        0.000000
    10    02  2023    08        0.000000
    10    02  2023    09        0.000000
    10    02  2023    10        0.000000
    10    02  2023    11        0.000000
    10    02  2023    12        0.000000
    10    02  2023    13        0.000000
    10    02  2023    14        0.000000
    10    02  2023    15        7.800000
    10    02  2023    16        1.800000
    10    02  2023    17        1.000000
    10    02  2023    18        0.200000
    10    02  2023    19        0.000000
    10    02  2023    20        0.000000
    10    02  2023    21        0.000000
    10    02  2023    22        0.000000
    10    02  2023    23        0.000000
    11    02  2023    00        0.000000
    11    02  2023    01        0.000000
    11    02  2023    02        0.000000
    11    02  2023    03        0.000000
    11    02  2023    04        0.200000
    11    02  2023    05        0.000000
    11    02  2023    06        0.000000
    11    02  2023    07        0.000000
    11    02  2023    08        0.000000
    11    02  2023    09        0.000000
    11    02  2023    10        0.000000
    11    02  2023    11        0.000000
    11    02  2023    12        0.000000
    11    02  2023    13        0.000000
    11    02  2023    14        0.000000
    11    02  2023    15        0.000000
    11    02  2023    16        0.000000
    11    02  2023    17        0.000000
    11    02  2023    18        0.000000
    11    02  2023    19        0.000000
    11    02  2023    20        0.000000
    11    02  2023    21        0.000000
    11    02  2023    22        0.000000
    11    02  2023    23        0.000000
    12    02  2023    00        0.000000
    12    02  2023    01        0.000000
    12    02  2023    02        0.000000
    12    02  2023    03       -1.000000
    12    02  2023    04        0.000000
    12    02  2023    05        0.000000
    12    02  2023    06        0.000000
    12    02  2023    07        0.000000
    12    02  2023    08        0.000000
    12    02  2023    09        0.000000
    12    02  2023    10        0.000000
    12    02  2023    11        0.000000
    12    02  2023    12        0.000000
    12    02  2023    13        0.000000
    12    02  2023    14        0.000000
    12    02  2023    15        0.000000
    12    02  2023    16        0.000000
    12    02  2023    17        0.000000
    12    02  2023    18        0.000000
    12    02  2023    19        0.000000
    12    02  2023    20        0.000000
    12    02  2023    21        0.000000
    12    02  2023    22        0.000000
    12    02  2023    23        0.000000
    13    02  2023    00        0.000000
    13    02  2023    01        0.000000
    13    02  2023    02        0.000000
    13    02  2023    03        0.000000
    13    02  2023    04        0.000000
    13    02  2023    05        0.000000
    13    02  2023    06        0.000000
    13    02  2023    07        0.000000
    13    02  2023    08        0.000000
    13    02  2023    09        0.000000
    13    02  2023    10        0.000000
    13    02  2023    11        0.000000
    13    02  2023    12        0.000000
    13    02  2023    13        0.000000
    13    02  2023    14        0.000000
    13    02  2023    15        0.000000
    13    02  2023    16        0.000000
    13    02  2023    17        0.000000
    13    02  2023    18        0.000000
    13    02  2023    19        0.000000
    13    02  2023    20        0.000000
    13    02  2023    21        0.000000
    13    02  2023    22        0.000000
    13    02  2023    23        0.000000
    14    02  2023    00        0.000000
    14    02  2023    01        0.000000
    14    02  2023    02        0.000000
    14    02  2023    03        0.000000
    14    02  2023    04        0.000000
    14    02  2023    05        0.000000
    14    02  2023    06        0.000000
    14    02  2023    07        0.000000
    14    02  2023    08        0.000000
    14    02  2023    09        0.000000
    14    02  2023    10        0.000000
    14    02  2023    11        0.000000
    14    02  2023    12        3.800000
    14    02  2023    13        0.000000
    14    02  2023    14        0.800000
    14    02  2023    15        6.600000
    14    02  2023    16       -1.000000
    14    02  2023    17        0.000000
    14    02  2023    18       20.000000
    14    02  2023    19        5.200000
    14    02  2023    20        0.000000
    14    02  2023    21        0.400000
    14    02  2023    22        0.000000
    14    02  2023    23        0.000000
    15    02  2023    00        0.000000
    15    02  2023    01        0.000000
    15    02  2023    02        0.000000
    15    02  2023    03        0.000000
    15    02  2023    04        0.000000
    15    02  2023    05        0.000000
    15    02  2023    06        0.000000
    15    02  2023    07        0.000000
    15    02  2023    08        0.000000
    15    02  2023    09        0.000000
    15    02  2023    10        0.000000
    15    02  2023    11        0.200000
    15    02  2023    12        0.000000
    15    02  2023    13        0.000000
    15    02  2023    14        0.000000
    15    02  2023    15        0.000000
    15    02  2023    16        0.200000
    15    02  2023    17        7.600000
    15    02  2023    18        5.400000
    15    02  2023    19        0.200000
    15    02  2023    20        0.000000
    15    02  2023    21        0.000000
    15    02  2023    22        0.000000
    15    02  2023    23        0.000000
    16    02  2023    00        0.000000
    16    02  2023    01        0.200000
    16    02  2023    02        0.000000
    16    02  2023    03        0.000000
    16    02  2023    04        0.000000
    16    02  2023    05        0.000000
    16    02  2023    06        0.000000
    16    02  2023    07        0.000000
    16    02  2023    08        0.000000
    16    02  2023    09        0.000000
    16    02  2023    10        0.000000
    16    02  2023    11        0.000000
    16    02  2023    12        0.000000
    16    02  2023    13        0.000000
    16    02  2023    14        0.000000
    16    02  2023    15        0.000000
    16    02  2023    16        0.000000
    16    02  2023    17        0.000000
    16    02  2023    18        0.000000
    16    02  2023    19        0.000000
    16    02  2023    20        0.000000
    16    02  2023    21        0.000000
    16    02  2023    22        0.000000
    16    02  2023    23        0.000000
    17    02  2023    00        0.000000
    17    02  2023    01        0.000000
    17    02  2023    02        0.000000
    17    02  2023    03        0.000000
    17    02  2023    04        0.000000
    17    02  2023    05        0.000000
    17    02  2023    06        0.000000
    17    02  2023    07        0.000000
    17    02  2023    08        0.000000
    17    02  2023    09        0.000000
    17    02  2023    10        0.400000
    17    02  2023    11        0.200000
    17    02  2023    12        0.000000
    17    02  2023    13        0.000000
    17    02  2023    14        0.200000
    17    02  2023    15        0.000000
    17    02  2023    16        0.000000
    17    02  2023    17        0.000000
    17    02  2023    18        0.200000
    17    02  2023    19        0.000000
    17    02  2023    20        0.000000
    17    02  2023    21        0.000000
    17    02  2023    22        0.000000
    17    02  2023    23        0.000000
    18    02  2023    00       -1.000000
    18    02  2023    01        0.000000
    18    02  2023    02        0.000000
    18    02  2023    03        0.000000
    18    02  2023    04        0.000000
    18    02  2023    05        0.000000
    18    02  2023    06        0.000000
    18    02  2023    07        0.000000
    18    02  2023    08        0.000000
    18    02  2023    09        0.000000
    18    02  2023    10        0.000000
    18    02  2023    11        0.000000
    18    02  2023    12        0.000000
    18    02  2023    13        0.000000
    18    02  2023    14        0.000000
    18    02  2023    15        0.000000
    18    02  2023    16        0.000000
    18    02  2023    17        0.000000
    18    02  2023    18        0.000000
    18    02  2023    19        0.000000
    18    02  2023    20        0.000000
    18    02  2023    21        0.000000
    18    02  2023    22        0.000000
    18    02  2023    23        0.000000
    19    02  2023    00        0.000000
    19    02  2023    01        0.000000
    19    02  2023    02        0.000000
    19    02  2023    03        0.000000
    19    02  2023    04        0.000000
    19    02  2023    05        0.000000
    19    02  2023    06        0.000000
    19    02  2023    07        0.000000
    19    02  2023    08        0.000000
    19    02  2023    09        0.000000
    19    02  2023    10        0.000000
    19    02  2023    11        0.000000
    19    02  2023    12        0.000000
    19    02  2023    13        0.000000
    19    02  2023    14        0.000000
    19    02  2023    15        0.000000
    19    02  2023    16        0.400000
    19    02  2023    17        0.400000
    19    02  2023    18        0.200000
    19    02  2023    19        0.600000
    19    02  2023    20        0.400000
    19    02  2023    21        0.000000
    19    02  2023    22        0.000000
    19    02  2023    23        0.200000
    20    02  2023    00        0.000000
    20    02  2023    01        0.000000
    20    02  2023    02        0.000000
    20    02  2023    03        0.000000
    20    02  2023    04        0.000000
    20    02  2023    05        0.000000
    20    02  2023    06        0.400000
    20    02  2023    07        0.000000
    20    02  2023    08        0.000000
    20    02  2023    09        0.000000
    20    02  2023    10        0.200000
    20    02  2023    11        1.600000
    20    02  2023    12        5.000000
    20    02  2023    13        2.600000
    20    02  2023    14        1.200000
    20    02  2023    15        5.600000
    20    02  2023    16       11.200000
    20    02  2023    17        1.800000
    20    02  2023    18        1.200000
    20    02  2023    19        0.000000
    20    02  2023    20        0.200000
    20    02  2023    21        0.200000
    20    02  2023    22        0.000000
    20    02  2023    23        0.200000
    21    02  2023    00        0.800000
    21    02  2023    01        0.400000
    21    02  2023    02        0.200000
    21    02  2023    03        0.000000
    21    02  2023    04        0.000000
    21    02  2023    05        0.000000
    21    02  2023    06        0.000000
    21    02  2023    07        0.000000
    21    02  2023    08        0.000000
    21    02  2023    09        0.000000
    21    02  2023    10        0.000000
    21    02  2023    11       -1.000000
    21    02  2023    12       -1.000000
    21    02  2023    13        0.000000
    21    02  2023    14        7.400000
    21    02  2023    15        0.000000
    21    02  2023    16        0.000000
    21    02  2023    17        0.000000
    21    02  2023    18        0.000000
    21    02  2023    19        0.000000
    21    02  2023    20        0.000000
    21    02  2023    21        0.000000
    21    02  2023    22        0.000000
    21    02  2023    23        0.000000
    22    02  2023    00        0.000000
    22    02  2023    01        0.000000
    22    02  2023    02        0.000000
    22    02  2023    03        0.000000
    22    02  2023    04        0.000000
    22    02  2023    05        0.000000
    22    02  2023    06        0.000000
    22    02  2023    07        0.000000
    22    02  2023    08        0.000000
    22    02  2023    09        0.000000
    22    02  2023    10        0.000000
    22    02  2023    11        0.000000
    22    02  2023    12        0.000000
    22    02  2023    13        0.000000
    22    02  2023    14        0.000000
    22    02  2023    15       -1.000000
    22    02  2023    16        0.000000
    22    02  2023    17        0.000000
    22    02  2023    18        0.000000
    22    02  2023    19       28.000000
    22    02  2023    20        1.200000
    22    02  2023    21        0.200000
    22    02  2023    22        0.200000
    22    02  2023    23        1.400000
    23    02  2023    00        0.200000
    23    02  2023    01        0.000000
    23    02  2023    02        0.000000
    23    02  2023    03        0.000000
    23    02  2023    04        0.000000
    23    02  2023    05        0.000000
    23    02  2023    06        0.000000
    23    02  2023    07        0.600000
    23    02  2023    08        0.800000
    23    02  2023    09        0.600000
    23    02  2023    10        0.000000
    23    02  2023    11        0.000000
    23    02  2023    12        0.000000
    23    02  2023    13        0.000000
    23    02  2023    14        0.000000
    23    02  2023    15        6.200000
    23    02  2023    16        0.000000
    23    02  2023    17        0.000000
    23    02  2023    18        0.000000
    23    02  2023    19        0.000000
    23    02  2023    20        0.000000
    23    02  2023    21        0.000000
    23    02  2023    22        0.000000
    23    02  2023    23        0.000000
    24    02  2023    00        0.000000
    24    02  2023    01        0.000000
    24    02  2023    02        0.000000
    24    02  2023    03        0.000000
    24    02  2023    04        0.000000
    24    02  2023    05        0.000000
    24    02  2023    06        0.000000
    24    02  2023    07        0.000000
    24    02  2023    08        0.000000
    24    02  2023    09        0.000000
    24    02  2023    10        0.000000
    24    02  2023    11        0.000000
    24    02  2023    12        0.000000
    24    02  2023    13        0.000000
    24    02  2023    14        0.000000
    24    02  2023    15        0.000000
    24    02  2023    16        0.000000
    24    02  2023    17        0.000000
    24    02  2023    18        0.000000
    24    02  2023    19        0.000000
    24    02  2023    20        0.000000
    24    02  2023    21        0.000000
    24    02  2023    22        0.000000
    24    02  2023    23        0.000000
    25    02  2023    00        2.200000
    25    02  2023    01        0.200000
    25    02  2023    02        0.000000
    25    02  2023    03        0.000000
    25    02  2023    04        0.000000
    25    02  2023    05        0.000000
    25    02  2023    06        0.000000
    25    02  2023    07        0.000000
    25    02  2023    08        0.000000
    25    02  2023    09        0.000000
    25    02  2023    10        0.000000
    25    02  2023    11        0.000000
    25    02  2023    12        0.000000
    25    02  2023    13        0.000000
    25    02  2023    14        0.000000
    25    02  2023    15        0.000000
    25    02  2023    16        0.000000
    25    02  2023    17        0.000000
    25    02  2023    18        0.000000
    25    02  2023    19        0.000000
    25    02  2023    20        0.000000
    25    02  2023    21        0.000000
    25    02  2023    22        0.000000
    25    02  2023    23        0.000000
    26    02  2023    00        0.000000
    26    02  2023    01        0.000000
    26    02  2023    02        0.000000
    26    02  2023    03        0.000000
    26    02  2023    04        0.000000
    26    02  2023    05        0.000000
    26    02  2023    06        0.000000
    26    02  2023    07        0.000000
    26    02  2023    08        0.000000
    26    02  2023    09        0.000000
    26    02  2023    10        0.000000
    26    02  2023    11        0.200000
    26    02  2023    12        0.000000
    26    02  2023    13        3.800000
    26    02  2023    14       12.400000
    26    02  2023    15        0.400000
    26    02  2023    16        0.000000
    26    02  2023    17        0.000000
    26    02  2023    18        0.000000
    26    02  2023    19        0.000000
    26    02  2023    20        0.000000
    26    02  2023    21        0.000000
    26    02  2023    22        0.000000
    26    02  2023    23        0.000000
    27    02  2023    00        0.000000
    27    02  2023    01        0.000000
    27    02  2023    02        0.000000
    27    02  2023    03        0.000000
    27    02  2023    04        0.000000
    27    02  2023    05        0.000000
    27    02  2023    06        0.200000
    27    02  2023    07        0.000000
    27    02  2023    08        0.000000
    27    02  2023    09        0.000000
    27    02  2023    10        0.000000
    27    02  2023    11        0.000000
    27    02  2023    12        0.000000
    27    02  2023    13        0.000000
    27    02  2023    14        0.000000
    27    02  2023    15        9.600000
    27    02  2023    16        9.400000
    27    02  2023    17        0.400000
    27    02  2023    18        1.000000
    27    02  2023    19        1.400000
    27    02  2023    20        0.200000
    27    02  2023    21        0.600000
    27    02  2023    22        0.200000
    27    02  2023    23        0.000000
    28    02  2023    00        0.000000
    28    02  2023    01        0.000000
    28    02  2023    02        0.000000
    28    02  2023    03        0.000000
    28    02  2023    04        0.000000
    28    02  2023    05        0.000000
    28    02  2023    06        0.000000
    28    02  2023    07        0.000000
    28    02  2023    08        0.000000
    28    02  2023    09        0.000000
    28    02  2023    10        0.000000
    28    02  2023    11        0.000000
    28    02  2023    12        0.000000
    28    02  2023    13        0.000000
    28    02  2023    14        0.000000
    28    02  2023    15        0.000000
    28    02  2023    16        0.000000
    28    02  2023    17        0.000000
    28    02  2023    18        0.000000
    28    02  2023    19        0.000000
    28    02  2023    20        0.000000
    28    02  2023    21        0.000000
    28    02  2023    22        0.000000
    28    02  2023    23        0.000000
    01    03  2023    00        0.000000
    01    03  2023    01        0.000000
    01    03  2023    02        0.000000
    01    03  2023    03        0.000000
    01    03  2023    04        0.000000
    01    03  2023    05        0.000000
    01    03  2023    06        0.000000
    01    03  2023    07        0.000000
    01    03  2023    08        0.000000
    01    03  2023    09        0.000000
    01    03  2023    10        0.000000
    01    03  2023    11        0.000000
    01    03  2023    12        0.000000
    01    03  2023    13        0.000000
    01    03  2023    14        0.000000
    01    03  2023    15        0.000000
    01    03  2023    16        0.000000
    01    03  2023    17        2.200000
    01    03  2023    18        0.000000
    01    03  2023    19       18.400000
    01    03  2023    20        3.000000
    01    03  2023    21        0.000000
    01    03  2023    22        0.000000
    01    03  2023    23        0.000000
    02    03  2023    00        0.000000
    02    03  2023    01        0.200000
    02    03  2023    02        0.000000
    02    03  2023    03        0.000000
    02    03  2023    04        0.000000
    02    03  2023    05        0.000000
    02    03  2023    06        0.000000
    02    03  2023    07        0.000000
    02    03  2023    08        0.000000
    02    03  2023    09        0.000000
    02    03  2023    10        0.000000
